COMMENT_ID,AUTHOR,DATE,YOUTUBE_TITLE,CONTENT,CLASS
2p3qupamdu2lypj4,Sophia Johnson,2013-12-12T22:21:17,Mastering Guitar Techniques,Get exclusive deals! phishing Follow me on social media!,1
ja4johizvlb9zcso,Michael Williams,2013-11-22T15:12:58,Discovering Hidden Gems: Local Travel,I'm impressed! Support my channel!,0
7dh40q294xkqw94k,John Williams,2013-12-06T09:33:05,The Art of Photography,Become a member today! https://tinyurl.com/vxysti Offer expires soon! Claim your reward now!,1
58w85u500jo8e7sl,Alexander Johnson,2013-11-09T08:00:53,Fitness Tips for Beginners,Watch this amazing video! untrustworthy Stay tuned for more updates!,1
375q2q5pjtfb7zda,James Johnson,2013-11-06T05:04:47,Healthy Breakfast Ideas,Thank you for sharing. Stay tuned for more updates!,0
j8xp6irpmtj8n2ek,Sophia Johnson,2013-12-31T12:39:48,Understanding Quantum Mechanics,Tag someone who needs to see this! https://bit.ly/dlv95b Offer expires soon! Subscribe for weekly uploads!,1
02lzcfi225mkfyj0,Emma Smith,2013-11-09T15:34:23,Mastering the Basics of Drawing,Thank you for sharing. Subscribe for weekly uploads!,0
4g8yfttavysfdbho,Mia Martinez,2013-11-28T21:19:49,Discovering Hidden Gems: Local Travel,I learned a lot from this video. Stay tuned for more updates!,0
m66ewjsdnhesoq3u,John Rodriguez,2013-11-23T20:57:20,Secrets of Successful Entrepreneurs,Interesting video. Don't miss out!,0
imwc9owprxsovvot,John Davis,2013-11-05T05:31:49,Secrets of Successful Entrepreneurs,Click here for free stuff! spam Become a member today!,1
zsoxbbsvytl2ufna,William Brown,2013-12-24T19:49:45,Introduction to Meditation,"Very helpful, thank you! Don't miss out!",0
l9jnxdmggk3eb9cd,John Garcia,2013-12-30T17:23:30,Mastering the Basics of Drawing,Such an inspiring video! Don't forget to share with your friends!,0
7dk9bmkvw5oyscko,Ava Williams,2013-12-31T15:34:47,Travel Guide: Exploring Thailand,I'm subscribing to your channel! Leave a comment below!,0
raxqz6pzsdxnvndz,Michael Garcia,2013-11-08T06:03:33,Secrets of Successful Entrepreneurs,Financial freedom is just a click away! Don't forget to share with your friends!,1
8gosg941yyhfmoqb,Mia Brown,2013-11-15T07:01:25,Healthy Breakfast Ideas,Such an inspiring video! Limited time offer!,0
okecspwyewd29s28,Olivia Davis,2013-12-30T00:31:20,Healthy Breakfast Ideas,I learned a lot from this video. Hit the notification bell!,0
h8bhv4mu7wgla2kr,Sophia Miller,2013-11-20T01:22:36,Mastering Guitar Techniques,"Don't wait, click now! Leave a comment below!",1
f3pt3tyng3vr6rk4,James Brown,2013-12-02T17:32:15,Travel Guide: Exploring Thailand,I learned a lot from this video. Become a member today!,0
z9c1rwuclgwf7woe,James Jones,2013-11-07T08:03:53,Travel Guide: Exploring Thailand,Become a member today! Join our community!,1
97wcw1283z9dueup,John Jones,2013-11-05T17:54:00,Effective Time Management Strategies,Double your income now! Stay tuned for more updates!,1
fwh8ppnqjoi6ody6,William Williams,2013-11-10T07:56:29,Secrets of Successful Entrepreneurs,Money-making opportunity! https://is.gd/90t5gp Limited stock available! Click the link to find out more!,1
uxa78m6ppi5387mz,Olivia Jones,2013-11-13T06:07:32,Travel Guide: Exploring Thailand,Thank you for sharing. Don't miss out!,0
v5kwg3c3487m4ecd,Mia Miller,2013-12-11T12:53:55,Secrets of Successful Entrepreneurs,You're doing a great job! Tag a friend who needs to watch this!,0
hnvu39iybrewy5k1,Ava Martinez,2013-11-28T23:57:22,Mastering Guitar Techniques,Subscribe for more content! Please like and subscribe!,1
5iiehdhr91uzxpdb,Michael Miller,2013-11-10T23:19:50,The Art of Photography,You don't want to miss this! suspicious Subscribe for weekly uploads!,1
c3etf9cboqdf4yc2,Mia Rodriguez,2013-11-21T19:19:47,How to Cook the Perfect Steak,Well explained! Join our community!,0
ax15mx6sgkc2cw9i,John Miller,2013-11-26T05:08:16,Travel Guide: Exploring Thailand,"Very helpful, thank you! Follow me on social media!",0
uvz4wv2f0se5jgc8,Sophia Williams,2013-12-19T21:18:47,Ultimate Guide to Digital Marketing,Earn money from home! https://is.gd/z7ctgv Check it out now! Tag a friend who needs to watch this!,1
6o5iyzgb2t4b0ptk,Alexander Davis,2013-12-23T21:52:48,Learn Python Programming from Scratch,I learned a lot from this video. Please like and subscribe!,0
2ippdlfjlge43lkh,Ava Miller,2013-12-15T18:37:55,Healthy Breakfast Ideas,"Hurry, offer ends soon! Become a member today!",1
5tffjg90looe1rvn,Mia Rodriguez,2013-11-28T09:39:18,The Art of Photography,Become a member today! Don't forget to share with your friends!,1
8piq8l2zd0m0mq2n,Olivia Rodriguez,2013-11-05T10:10:04,Mastering Guitar Techniques,You've earned a new subscriber! Don't forget to share with your friends!,0
5azpj8ybekr3hvsn,Emma Rodriguez,2013-11-29T18:45:16,How to Cook the Perfect Steak,You're doing a great job! Let me know your thoughts in the comments!,0
t4mldniqexuz22if,William Rodriguez,2013-12-04T15:13:27,Effective Time Management Strategies,Earn money from home! https://is.gd/upfawz Offer expires soon! Hit the notification bell!,1
713afcw2m6dgsj9s,James Martinez,2013-12-20T14:34:51,Healthy Breakfast Ideas,You're doing a great job! Follow me on social media!,0
rxk856ynrliorwoq,James Jones,2013-11-28T09:09:18,How to Cook the Perfect Steak,This changed my perspective! Check out my other videos!,0
m6na7cdutusuwjir,Alexander Williams,2013-11-30T23:39:05,Learn Python Programming from Scratch,You're doing a great job! Tag a friend who needs to watch this!,0
73f626nch2ctdz2x,James Williams,2013-12-20T12:43:47,Discovering Hidden Gems: Local Travel,Great content! Share this with someone who needs to see it!,0
06fhgpum8743ct0t,James Garcia,2013-11-06T04:37:25,Understanding Quantum Mechanics,Great content! Let me know your thoughts in the comments!,0
dvo4pg6owx1m80q9,Alexander Williams,2013-11-18T00:39:32,Mastering Guitar Techniques,I enjoyed watching this. Support my channel!,0
bqkqcn3mcujruwop,Olivia Brown,2013-11-23T10:24:46,Secrets of Successful Entrepreneurs,Keep up the good work! Don't miss out!,0
bhknxk5z8245akra,John Johnson,2013-12-27T04:16:53,Creative Writing Workshop,Watch this amazing video! https://bit.ly/jaipom Limited stock available! malware Tag a friend who needs to watch this!,1
edl9c6v803y9gb4f,Michael Johnson,2013-12-27T05:17:09,The Science of Happiness,"Very helpful, thank you! Share this with someone who needs to see it!",0
lvk87efcjo66ubn0,James Garcia,2013-12-29T19:09:07,Effective Time Management Strategies,I enjoyed watching this. Become a member today!,0
lvjhwqwn5ydubf4b,John Jones,2013-12-28T17:26:05,Understanding Quantum Mechanics,I'm impressed! Limited time offer!,0
a4d1s9q6ck5nolxv,John Martinez,2013-12-10T08:29:15,Ultimate Guide to Digital Marketing,I'm subscribing to your channel! Subscribe for weekly uploads!,0
9ozthjvc7s5hjtzr,Olivia Davis,2013-11-11T13:46:33,DIY Home Decor Ideas,Be your own boss! https://tinyurl.com/dur18w Check it out now! Leave a comment below!,1
00xq44227enzk3yd,John Rodriguez,2013-11-16T05:43:10,Mastering Guitar Techniques,Money-making opportunity! https://tinyurl.com/c6j7vn Offer expires soon! Leave a comment below!,1
u3xkovlp7qls2jth,Olivia Williams,2013-12-04T12:16:13,Ultimate Guide to Digital Marketing,This was exactly what I needed! Leave a comment below!,0
up8qimvw1u7ylxuo,Mia Miller,2013-11-28T15:50:50,Learn Python Programming from Scratch,Become a member today! Click the link to find out more!,1
vqb7um6ts6lf2rvu,Sophia Williams,2013-12-13T17:41:49,Learn Python Programming from Scratch,Well done! Leave a comment below!,0
zlk8yev3l4sn9489,John Miller,2013-12-20T19:19:34,Beginner's Guide to Investing,I'm subscribing to your channel! Tag a friend who needs to watch this!,0
odxle8nbj3350yhl,John Jones,2013-11-25T21:56:13,Learn Python Programming from Scratch,Tag someone who needs to see this! https://is.gd/gveuvm Limited stock available! Become a member today!,1
mbg0q5g380iqh32o,William Williams,2013-12-17T06:21:36,How to Cook the Perfect Steak,I'm subscribing to your channel! Follow me on social media!,0
dwnpe9v1fc08qabp,John Miller,2013-12-06T02:11:13,Healthy Breakfast Ideas,You don't want to miss this! Share this with someone who needs to see it!,1
tyaa297hml5s70h5,William Davis,2013-12-04T13:52:50,Healthy Breakfast Ideas,I appreciate your effort in making this video. Leave a comment below!,0
09n97u7ucqk2tiuh,Emma Rodriguez,2013-11-27T16:10:07,The Science of Happiness,This deserves more views! Please like and subscribe!,0
bqfd5f69ty24qv80,Michael Brown,2013-12-21T17:47:53,Beginner's Guide to Investing,This was exactly what I needed! Follow me on social media!,0
guy8b87yapr8e7iz,Ava Brown,2013-12-17T15:50:44,The Science of Happiness,"Don't wait, click now! https://is.gd/638507 Limited stock available! phishing Leave a comment below!",1
al7yqeo96j0rfzk5,Sophia Rodriguez,2013-11-23T19:29:16,Mastering Guitar Techniques,Subscribe for more content! https://is.gd/vy4vit Limited stock available! fake Stay tuned for more updates!,1
w0ere88vsnm2qitb,Sophia Martinez,2013-12-17T07:57:26,How to Cook the Perfect Steak,Get exclusive deals! malware Follow me on social media!,1
tz6cy71r7iuyfed0,William Johnson,2013-11-27T18:37:58,Learn Python Programming from Scratch,Unlock premium content! https://is.gd/f70pwl Offer expires soon! Leave a comment below!,1
fqtej1saokxu4jbs,John Davis,2013-11-16T11:02:23,Effective Time Management Strategies,Amazing video! Claim your reward now!,0
icp6ivk6a4mgmzvi,Michael Smith,2013-11-20T17:41:50,The Art of Photography,Check out my channel! fraud Join our community!,1
ksbd2d2fbybgspiw,Sophia Rodriguez,2013-12-15T21:48:40,Effective Time Management Strategies,Get exclusive deals! https://is.gd/s771tb Offer expires soon! Limited time offer!,1
ufnbztkj2767yqm7,Sophia Jones,2013-11-07T11:46:50,Understanding Quantum Mechanics,"Don't wait, click now! Hit the notification bell!",1
1stqmm0ix0ytwyop,James Williams,2013-12-26T20:20:51,The Science of Happiness,Thank you for sharing. Become a member today!,0
ne5qaveomzwajfrv,John Rodriguez,2013-11-10T12:59:30,Healthy Breakfast Ideas,I enjoyed watching this. Please like and subscribe!,0
g86k913tc1j2e16b,Olivia Johnson,2013-12-20T23:01:27,Introduction to Meditation,Well explained! Don't forget to share with your friends!,0
uu2q8b0f7jgmbkdd,Alexander Miller,2013-11-02T09:10:22,The Art of Photography,You've earned a new subscriber! Claim your reward now!,0
d6qoimjvcuxz42qu,Mia Rodriguez,2013-11-22T02:19:14,Survival Skills for Outdoor Adventures,Such an inspiring video! Support my channel!,0
talfemexpsp72r9f,Emma Brown,2013-12-11T11:20:43,Effective Time Management Strategies,Amazing video! Let me know your thoughts in the comments!,0
zt8z6hxcy5ynd7sa,Mia Martinez,2013-11-28T22:03:18,DIY Home Decor Ideas,I learned a lot from this video. Please like and subscribe!,0
csek65bj0yb5f8k1,Sophia Johnson,2013-12-05T21:58:52,Introduction to Meditation,You've earned a new subscriber! Limited time offer!,0
e6xejt5qyuuq8hfz,John Garcia,2013-11-19T09:16:33,Secrets of Successful Entrepreneurs,You won a prize! Check out my other videos!,1
imrz9tg0uv9ebuzh,Ava Williams,2013-11-17T02:37:15,How to Cook the Perfect Steak,I'm subscribing to your channel! Please like and subscribe!,0
1mz97vhy93hoihfu,Michael Garcia,2013-11-18T09:59:43,Learn Python Programming from Scratch,I enjoyed watching this. Follow me on social media!,0
ehmafs98acmu68ng,Mia Williams,2013-12-15T09:31:26,Mastering the Basics of Drawing,Check out this link! https://tinyurl.com/tw5ug6 Check it out now! Support my channel!,1
irhnbyt13ugejkc2,James Davis,2013-11-06T11:27:17,Survival Skills for Outdoor Adventures,Increase your earnings with us! Don't miss out!,1
brsellov609zmvda,Emma Garcia,2013-11-21T20:13:06,Mastering Guitar Techniques,You've earned a new subscriber! Leave a comment below!,0
vphbrcysmecglm27,Mia Garcia,2013-12-13T05:51:41,Effective Time Management Strategies,Tag someone who needs to see this! Spread the word!,1
dynvf3vq1hufnv5o,John Miller,2013-12-29T03:26:34,Survival Skills for Outdoor Adventures,"Very helpful, thank you! Tag a friend who needs to watch this!",0
2i66dao4rofklw3c,William Williams,2013-11-13T08:12:13,Learn Python Programming from Scratch,This video is very informative. Follow me on social media!,0
7evfe1j1qv349a6v,Alexander Martinez,2013-12-22T03:37:57,How to Cook the Perfect Steak,Get rich quick! Help me reach 1 million subscribers!,1
97c2yab0y67pa28c,Olivia Davis,2013-11-01T03:25:31,Travel Guide: Exploring Thailand,This deserves more views! Limited time offer!,0
s6h6uvqals9kvdt7,Mia Davis,2013-12-23T16:56:32,Learn Python Programming from Scratch,"Very helpful, thank you! Spread the word!",0
94zfjx7j8i9h7g1m,Alexander Miller,2013-12-12T17:37:30,Ultimate Guide to Digital Marketing,"Don't wait, click now! https://bit.ly/p25mfa Check it out now! malware Become a member today!",1
uha12q8cmfujqz4a,Alexander Brown,2013-11-13T18:14:59,DIY Home Decor Ideas,This changed my perspective! Stay tuned for more updates!,0
liukf8lz6dwdfdd0,Olivia Williams,2013-12-15T23:26:31,Survival Skills for Outdoor Adventures,Double your income now! https://is.gd/2bawbg Limited stock available! Check out my other videos!,1
rcgocsqkyo15ordh,Sophia Rodriguez,2013-12-18T06:48:24,Fitness Tips for Beginners,Free iPhone giveaway! https://bit.ly/1m8c4f Limited stock available! Follow me on social media!,1
yaly217l9ao6fkp8,Alexander Jones,2013-11-21T15:59:07,Understanding Quantum Mechanics,This was exactly what I needed! Help me reach 1 million subscribers!,0
th2c7r7fkeiss7m7,Michael Williams,2013-11-04T03:12:29,Discovering Hidden Gems: Local Travel,Join our community! suspicious Claim your reward now!,1
tbzynuxr5183ozbe,Alexander Miller,2013-12-26T18:44:00,Fitness Tips for Beginners,This deserves more views! Support my channel!,0
zs501o4xplqounq9,Michael Brown,2013-11-19T00:25:47,How to Cook the Perfect Steak,You don't want to miss this! https://bit.ly/vmrui9 Offer expires soon! spam Let me know your thoughts in the comments!,1
q1xmc3nbwdl9wg8b,Sophia Williams,2013-11-12T18:44:30,Understanding Quantum Mechanics,You don't want to miss this! https://bit.ly/ongvb0 Check it out now! fake Claim your reward now!,1
t1bzy6y3wcvf0no1,William Garcia,2013-11-09T11:42:18,Understanding Quantum Mechanics,Double your income now! Support my channel!,1
9mktvn35pf46ylvc,Sophia Williams,2013-12-30T11:27:13,Creative Writing Workshop,Limited time offer! https://is.gd/kwov0l Offer expires soon! Hit the notification bell!,1
21sb14pv0gud077v,Alexander Brown,2013-12-18T16:00:35,Mastering the Basics of Drawing,Subscribe for more content! phishing Check out my other videos!,1
jei0mf1arkfzzz4c,Mia Martinez,2013-12-07T15:22:39,The Art of Photography,Free iPhone giveaway! https://tinyurl.com/2h14ew Check it out now! Limited time offer!,1
d6p7mnmvoabe0s1m,James Davis,2013-11-05T14:54:52,DIY Home Decor Ideas,"Very helpful, thank you! Don't miss out!",0
nuf4i9t9245mx9kk,James Brown,2013-12-25T06:24:50,Creative Writing Workshop,"Don't wait, click now! Spread the word!",1
s1v87wsemc66yhkj,Michael Jones,2013-12-24T07:15:05,Fitness Tips for Beginners,Check out my channel! https://bit.ly/b6wbv8 Check it out now! Hit the notification bell!,1
6aphq0z6hfcd5dnr,Alexander Smith,2013-12-19T20:42:24,How to Cook the Perfect Steak,Financial freedom is just a click away! Don't miss out!,1
9lxjt9xa6v9hsscn,Ava Rodriguez,2013-12-12T06:09:27,Learn Python Programming from Scratch,Join our community! fraud Don't forget to share with your friends!,1
4o4bf7371mj610ju,John Martinez,2013-12-11T07:42:09,Secrets of Successful Entrepreneurs,You've earned a new subscriber! Don't forget to share with your friends!,0
lnfe4g2ewa8k1r0b,Olivia Rodriguez,2013-11-12T01:15:42,Creative Writing Workshop,You're doing a great job! Don't miss out!,0
fhw3mwwbkrb7z4ii,William Garcia,2013-11-17T00:53:56,How to Cook the Perfect Steak,Great content! Become a member today!,0
pcmaee80ygnn1p3e,William Brown,2013-11-10T06:47:12,Effective Time Management Strategies,Well done! Join our community!,0
v5p3hfb8mim0800n,Michael Johnson,2013-12-02T10:22:35,Discovering Hidden Gems: Local Travel,Well explained! Join our community!,0
sgwyalrfwo1ry4np,William Davis,2013-12-18T08:41:34,The Art of Photography,Well done! Spread the word!,0
huonexygnmr8527y,Alexander Miller,2013-11-10T11:17:46,Discovering Hidden Gems: Local Travel,Tag someone who needs to see this! Stay tuned for more updates!,1
bjkvft7hhhwg4rwg,Emma Johnson,2013-11-04T22:22:20,Ultimate Guide to Digital Marketing,Watch this amazing video! https://is.gd/pve0oi Check it out now! Check out my other videos!,1
djos3dydb3z2a04k,Emma Jones,2013-12-04T06:15:57,10 Tips for Better Productivity,Such an inspiring video! Spread the word!,0
zj72lzbfnvg3mhw9,Alexander Williams,2013-11-30T01:57:17,Effective Time Management Strategies,Keep up the good work! Don't miss out!,0
rj4lsrxbo9j5afwv,John Jones,2013-11-11T19:18:21,Understanding Quantum Mechanics,Such an inspiring video! Support my channel!,0
woku3w25ue7sur3h,Sophia Williams,2013-11-18T01:53:02,Beginner's Guide to Investing,"Very helpful, thank you! Let me know your thoughts in the comments!",0
dpb5jo65qksr3d3f,Michael Garcia,2013-12-06T01:55:01,Learn Python Programming from Scratch,This was exactly what I needed! Don't miss out!,0
u505krwgwlnq69mh,William Williams,2013-11-24T00:29:25,Discovering Hidden Gems: Local Travel,You're doing a great job! Let me know your thoughts in the comments!,0
6rtib4btlcrm4kfk,Ava Martinez,2013-11-16T14:55:12,Effective Time Management Strategies,Well explained! Don't forget to share with your friends!,0
kq63520vu7o4196z,Olivia Martinez,2013-12-04T20:21:57,Fitness Tips for Beginners,Join our community! https://is.gd/2r5hl7 Limited stock available! Leave a comment below!,1
h0zg2vrxtdhnhywu,Emma Miller,2013-11-02T16:38:44,Beginner's Guide to Investing,Be your own boss! Please like and subscribe!,1
d4htpcf8jtyjr2zs,Mia Garcia,2013-11-15T03:43:37,Secrets of Successful Entrepreneurs,"Hurry, offer ends soon! https://is.gd/3g23li Offer expires soon! Hit the notification bell!",1
0qmjr57ey9dcz095,Ava Jones,2013-12-28T11:15:00,Mastering the Basics of Drawing,Free iPhone giveaway! https://is.gd/q168vl Limited stock available! fake Subscribe for weekly uploads!,1
my0w9t2x6bri5vux,James Jones,2013-11-28T10:13:29,Healthy Breakfast Ideas,Check out my channel! Stay tuned for more updates!,1
3kesa6v1d8rbf45s,Emma Rodriguez,2013-12-12T23:01:23,Effective Time Management Strategies,Start making money today! Join our community!,1
vqxaaco51l25viaf,Emma Garcia,2013-12-03T06:54:36,Travel Guide: Exploring Thailand,You don't want to miss this! Spread the word!,1
0xqs350bcfchrurd,William Rodriguez,2013-12-12T15:28:34,Discovering Hidden Gems: Local Travel,This changed my perspective! Claim your reward now!,0
33pzvqpnx3lzoc7p,William Rodriguez,2013-11-29T21:30:17,Fitness Tips for Beginners,Amazing video! Stay tuned for more updates!,0
gfntf7fon3h5itm3,Mia Garcia,2013-12-16T13:28:29,Creative Writing Workshop,Such an inspiring video! Follow me on social media!,0
3u35bqyuus8xpawo,Alexander Jones,2013-11-06T14:19:42,The Science of Happiness,Earn money from home! phishing Join our community!,1
iqa4n4ndib4wwkss,Michael Davis,2013-11-15T02:03:01,Learn Python Programming from Scratch,Thank you for sharing. Spread the word!,0
xyh1q7m3vx2sookp,Emma Davis,2013-12-31T08:27:26,The Art of Photography,Unlock premium content! Claim your reward now!,1
kw6kcl58298mh81g,Alexander Jones,2013-12-02T03:06:30,Understanding Quantum Mechanics,"Very helpful, thank you! Claim your reward now!",0
u9id58wwv4xouvhq,Emma Jones,2013-11-09T09:18:46,Mastering Guitar Techniques,Get rich quick! Check out my other videos!,1
j2uehxq6ytoj5btz,Mia Johnson,2013-11-16T13:30:35,Survival Skills for Outdoor Adventures,You've earned a new subscriber! Don't forget to share with your friends!,0
sh2okweg7o8gxh1g,Olivia Miller,2013-12-31T01:21:27,10 Tips for Better Productivity,Increase your earnings with us! Subscribe for weekly uploads!,1
8klwnsh68dwqh9ze,Mia Martinez,2013-11-08T22:12:51,Learn Python Programming from Scratch,Well done! Follow me on social media!,0
507g036hxpj8j2fu,William Garcia,2013-12-10T05:24:10,Survival Skills for Outdoor Adventures,Great content! Become a member today!,0
ye8bjcrljwc8l146,Emma Smith,2013-12-29T15:24:33,Mastering Guitar Techniques,Earn money from home! Subscribe for weekly uploads!,1
nihclf9b4p7swa1w,Olivia Johnson,2013-12-27T01:08:34,Introduction to Meditation,Visit our website! suspicious Subscribe for weekly uploads!,1
q33fje3k38yh6gi0,Mia Brown,2013-11-30T18:42:22,The Science of Happiness,I'm subscribing to your channel! Limited time offer!,0
aj47x87rafqbzu3y,William Miller,2013-12-25T07:48:36,Fitness Tips for Beginners,Interesting video. Leave a comment below!,0
pko6k8ewqcvsyxrw,Emma Garcia,2013-11-14T19:31:53,Travel Guide: Exploring Thailand,Double your income now! https://bit.ly/849luu Check it out now! fraud Please like and subscribe!,1
srjh0omyz5ut937b,James Rodriguez,2013-11-16T09:08:17,Survival Skills for Outdoor Adventures,Amazing video! Help me reach 1 million subscribers!,0
pksdvs5zcb94q3oj,Alexander Williams,2013-12-12T15:49:33,Healthy Breakfast Ideas,Amazing video! Claim your reward now!,0
7s9fjmr253jvyu5z,William Davis,2013-11-26T12:23:04,Effective Time Management Strategies,Start making money today! https://is.gd/6a43l0 Check it out now! Check out my other videos!,1
d5zjny1pb2anfnkf,James Martinez,2013-12-22T06:50:32,Mastering the Basics of Drawing,I learned a lot from this video. Subscribe for weekly uploads!,0
q210qcy54hf6edef,Ava Miller,2013-11-26T18:23:07,Survival Skills for Outdoor Adventures,"Very helpful, thank you! Support my channel!",0
8t4cis7rawiztuui,Olivia Davis,2013-11-03T01:37:24,Mastering Guitar Techniques,Double your income now! untrustworthy Leave a comment below!,1
0r7rn96h96asx7ao,James Garcia,2013-11-27T09:11:18,Mastering the Basics of Drawing,Be your own boss! https://bit.ly/ke3eh6 Offer expires soon! Limited time offer!,1
5pivzmwmypxpc4tv,Sophia Davis,2013-11-14T14:00:26,Travel Guide: Exploring Thailand,Start making money today! Don't miss out!,1
6vov8ga6x4jsivib,James Jones,2013-11-29T04:16:44,Mastering the Basics of Drawing,Great content! Spread the word!,0
2rvs8fpaqdoknaow,Ava Rodriguez,2013-12-07T17:39:29,Mastering Guitar Techniques,Check out my channel! https://is.gd/heq4x0 Check it out now! Spread the word!,1
5n3jyhfb78f3svlj,John Smith,2013-11-20T06:21:24,Introduction to Meditation,Well explained! Join our community!,0
mj15rsdvmlybxtak,Sophia Williams,2013-12-03T11:24:45,Beginner's Guide to Investing,You're doing a great job! Please like and subscribe!,0
5jizhpj1jl3wejex,William Miller,2013-11-07T16:23:16,The Art of Photography,"Don't wait, click now! https://is.gd/rq5gzh Offer expires soon! Limited time offer!",1
5x45at5gpyphd8at,James Williams,2013-11-19T18:46:13,Understanding Quantum Mechanics,I appreciate your effort in making this video. Click the link to find out more!,0
iojl7njqro36zodt,Ava Smith,2013-12-08T11:36:19,Discovering Hidden Gems: Local Travel,Check out my channel! https://tinyurl.com/ey00px Offer expires soon! Join our community!,1
ghrgq8i6ygts42mp,John Smith,2013-12-05T10:39:42,Healthy Breakfast Ideas,You've earned a new subscriber! Become a member today!,0
l6twp9mvi32rqilv,James Jones,2013-12-02T18:24:36,Creative Writing Workshop,Check out this link! Claim your reward now!,1
1zxza3t97c71b6xp,Michael Jones,2013-11-29T16:00:40,Learn Python Programming from Scratch,This was exactly what I needed! Become a member today!,0
8pdriq3yub674bog,John Garcia,2013-11-01T22:59:42,Introduction to Meditation,Well done! Become a member today!,0
